# Farm,Harvest Year 2015-2016,,,
,Volume (fanegas),,,
2870,7.55,,,
2871,10.20,,,
2872,188.11,,,
2873,12.43,,,
2874,34.83,,,
2875,48.38,,,
2876,0.00,,,
2877,0.00,,,
2878,44.06,,,
2879,0.00,,,
2880,16.31,,,
2881,351.21,,,
2882,5.04,,,
2883,92.75,,,
2884,51.44,,,
2885,0.00,,,
2886,0.00,,,
2887,160.51,,,
2888,24.29,,,
2889,4.76,,,
2890,24.39,,,
2891,44.66,,,
2892,0.00,,,
2893,13.81,,,
2894,101.81,,,
2895,60.70,,,
2896,3.30,,,
2897,18.34,,,
2898,50.64,,,
2899,0.00,,,
2900,163.80,,,
2901,32.45,,,
2902,45.81,,,
2903,0.00,,,
2904,0.00,,,
2905,0.00,,,
2906,14.80,,,
2907,2.05,,,
2908,17.91,,,
2909,48.25,,,
2910,0.30,,,
2911,0.00,,,
2912,0.00,,,
2913,0.00,,,
2914,68.23,,,
2915,237.66,,,
2916,0.00,,,
2917,3.34,,,
2918,6.98,,,
2919,0.00,,,
2920,0.00,,,
2921,67.26,,,
2922,0.00,,,
2923,0.00,,,
2924,3.85,,,
2925,9.71,,,
2926,8.49,,,
2927,0.00,,,
2928,0.00,,,
2929,0.00,,,
2930,6.80,,,
2931,0.00,,,
2932,5.26,,,
2933,154.18,,,
2934,3.21,,,
2935,1.06,,,
2936,0.00,,,
2937,21.30,,,
2938,257.41,,,
2939,5.25,,,
2940,474.51,,,
2941,151.64,,,
2942,10.81,,,
2943,217.86,,,
2944,6.83,,,
2945,0.00,,,
2946,0.00,,,
2947,5.05,,,
2948,181.86,,,
2949,373.10,,,
2950,2.91,,,
2951,0.00,,,
2952,92.34,,,
2953,0.00,,,
2954,11.05,,,
2955,109.71,,,
2956,24.15,,,
2957,0.00,,,
2958,21.76,,,
2959,0.00,,,
2960,30.63,,,
2961,0.00,,,
2962,0.00,,,
2963,3.35,,,
2964,5.49,,,
2965,14.09,,,
2966,2.25,,,
2967,0.00,,,
2968,166.09,,,
2969,0.00,,,
2970,0.00,,,
2971,345.96,,,
2972,0.00,,,
2973,37.65,,,
2974,33.08,,,
2975,0.00,,,
2976,15.75,,,
2977,0.00,,,
2978,84.38,,,
2979,0.00,,,
2980,41.18,,,
2981,5.95,,,
2982,210.75,,,
2983,13.20,,,
2984,0.00,,,
2985,0.00,,,
2986,27.36,,,
2987,32.46,,,
2988,0.00,,,
2989,18.15,,,
2990,7.76,,,
2991,0.00,,,
2992,0.00,,,
2993,7.24,,,
2994,3.63,,,
2995,3.19,,,
2996,10.31,,,
2997,42.46,,,
2998,66.61,,,
2999,0.00,,,
3000,0.00,,,
3001,7.03,,,
3002,59.68,,,
3003,26.58,,,
3004,1.28,,,
3005,3.50,,,
3006,0.00,,,
3007,374.25,,,
3008,0.00,,,
3009,7.05,,,
3010,0.00,,,
3011,0.00,,,
3012,0.00,,,
3013,24.35,,,
3014,354.01,,,
3015,33.48,,,
3016,7.31,,,
3017,0.00,,,
3018,0.00,,,
3019,0.00,,,
3020,85.33,,,
3021,10.63,,,
3022,21.59,,,
3023,0.00,,,
3024,52.70,,,
3025,0.00,,,
3026,0.00,,,
3027,36.75,,,
3028,0.00,,,
3029,0.00,,,
3030,35.81,,,
3031,7.91,,,
3032,14.75,,,
3033,7.98,,,
3034,2.59,,,
3035,0.00,,,
3036,32.75,,,
3037,83.61,,,
3038,249.95,,,
3039,52.94,,,
3040,0.00,,,
3041,0.45,,,
3042,21.03,,,
3043,1.18,,,
3044,0.00,,,
3045,79.48,,,
3046,0.00,,,
3047,3.76,,,
3048,3.60,,,
3049,137.49,,,
3050,0.00,,,
3051,8.55,,,
3052,15.86,,,
3053,25.90,,,
3054,5.80,,,
3055,0.00,,,
3056,0.00,,,
3057,11.13,,,
3058,78.66,,,
3059,256.46,,,
3060,26.73,,,
3061,0.00,,,
3062,0.00,,,
3063,193.95,,,
3064,12.36,,,
3065,0.00,,,
3066,3.56,,,
3067,6.14,,,
3068,0.00,,,
3069,0.00,,,
3070,86.04,,,
3071,0.00,,,
3072,28.51,,,
3073,7.09,,,
3074,0.00,,,
3075,40.43,,,
3076,54.78,,,
3077,23.85,,,
3078,1.25,,,
3079,13.08,,,
3080,11.58,,,
3081,0.00,,,
3082,3.09,,,
3083,0.00,,,
3084,28.56,,,
3085,5.94,,,
3086,7.88,,,
3087,0.11,,,
3088,12.26,,,
3089,0.86,,,
3090,0.00,,,
3091,11.59,,,
3092,74.68,,,
3093,1.68,,,
3094,0.00,,,
3095,4.18,,,
3096,13.84,,,
3097,4.36,,,
3098,9.85,,,
3099,0.00,,,
3100,4.80,,,
3101,2.41,,,
3102,3.54,,,
3103,28.06,,,
3104,21.13,,,
3105,0.94,,,
3106,174.45,,,
3107,4.26,,,
3108,0.00,,,
3109,2.23,,,
3110,0.00,,,
3111,105.94,,,
3112,0.00,,,
3113,0.68,,,
3114,0.00,,,
3115,0.00,,,
3116,98.28,,,
3117,16.78,,,
3118,3.76,,,
3119,108.95,,,
3120,0.00,,,
3121,2.25,,,
3122,7.34,,,
3123,3.98,,,
3124,5.29,,,
3125,0.43,,,
3126,44.90,,,
3127,102.35,,,
3128,5.69,,,
3129,52.56,,,
3130,62.75,,,
3131,1.06,,,
3132,0.00,,,
3133,0.00,,,
3134,21.86,,,
3135,30.16,,,
3136,18.16,,,
3137,1.89,,,
3138,47.26,,,
3139,117.43,,,
3140,67.80,,,
3141,0.45,,,
3142,47.99,,,
3143,0.00,,,
3144,67.61,,,
3145,2.00,,,
3146,11.76,,,
3147,23.46,,,
3148,78.19,,,
3149,0.00,,,
3150,666.48,,,
3151,66.29,,,
3152,0.00,,,
3153,688.03,,,
3154,6.75,,,
3155,74.54,,,
3156,0.00,,,
3157,0.34,,,
3158,14.13,,,
3159,51.44,,,
3160,89.18,,,
3161,0.00,,,
3162,0.00,,,
3163,15.83,,,
3164,0.25,,,
3165,321.88,,,
3166,31.68,,,
3167,0.00,,,
3168,0.00,,,
3169,5.26,,,
3170,0.00,,,
3171,20.31,,,
3172,0.70,,,
3173,24.90,,,
3174,0.00,,,
3175,19.11,,,
3176,0.00,,,
3177,34.03,,,
3178,0.00,,,
3179,4.53,,,
3180,0.00,,,
3181,165.93,,,
3182,1.65,,,
3183,0.00,,,
3184,0.00,,,
3185,3.50,,,
3186,170.91,,,
3187,0.00,,,
3188,6.50,,,
3189,0.00,,,
3190,0.00,,,
3191,0.00,,,
3192,14.79,,,
3193,24.14,,,
3194,36.50,,,
3195,40.75,,,
3196,0.00,,,
3197,0.00,,,
3198,1.98,,,
3199,74.45,,,
3200,70.00,,,
3201,0.00,,,
3202,97.75,,,
3203,279.30,,,
3204,0.00,,,
3205,0.00,,,
3206,0.00,,,
3207,9.14,,,
3208,57.96,,,
3209,20.08,,,
3210,374.01,,,
3211,71.85,,,
3212,5.61,,,
3213,0.00,,,
3214,34.74,,,
3215,0.00,,,
3216,62.69,,,
3217,25.54,,,
3218,186.24,,,
3219,0.00,,,
3220,46.78,,,
3221,53.63,,,
3222,43.03,,,
3223,60.39,,,
3224,150.41,,,
3225,2.13,,,
3226,81.56,,,
3227,22.53,,,
3228,0.16,,,
3229,18.40,,,
3230,4.79,,,
3231,56.31,,,
3232,1.08,,,
3233,5.16,,,
3234,0.00,,,
3235,0.00,,,
3236,25.53,,,
3237,478.35,,,
3238,235.04,,,
3239,25.98,,,
3240,16.45,,,
3241,5.85,,,
3242,44.80,,,
3243,29.59,,,
3244,0.00,,,
3245,50.15,,,
3246,344.94,,,
3247,0.00,,,
3248,0.00,,,
3249,0.00,,,
3250,4.85,,,
3251,0.00,,,
3252,0.00,,,
3253,0.00,,,
3254,0.00,,,
3255,14.71,,,
3256,0.00,,,
3257,0.00,,,
3258,54.39,,,
3259,3.33,,,
3260,31.26,,,
3261,3.15,,,
3262,2.63,,,
3263,36.38,,,
3264,45.68,,,
3265,14.34,,,
3266,0.00,,,
3267,0.00,,,
3268,18.13,,,
3269,0.11,,,
3270,12.84,,,
3271,150.99,,,
3272,3.60,,,
3273,0.39,,,
3274,138.46,,,
3275,580.04,,,
3276,208.44,,,
3277,0.00,,,
3278,0.33,,,
3279,29.33,,,
3280,0.00,,,
3281,52.31,,,
3282,0.00,,,
3283,0.00,,,
3284,170.41,,,
3285,0.00,,,
3286,0.00,,,
3287,33.44,,,
3288,39.18,,,
3289,0.71,,,
3290,25.93,,,
3291,43.44,,,
3292,0.41,,,
3293,9.35,,,
3294,0.00,,,
3295,0.19,,,
3296,400.00,,,
3297,181.18,,,
3298,177.53,,,
3299,237.50,,,
3300,422.85,,,
3301,80.38,,,
3302,18.48,,,
3303,21.38,,,
3304,6.50,,,
3305,77.39,,,
3306,204.01,,,
3307,99.25,,,
3308,0.00,,,
3309,17.24,,,
3310,10.84,,,
3311,0.00,,,
3312,2.13,,,
3313,28.43,,,
3314,1.53,,,
3315,0.00,,,
3316,112.53,,,
3317,11.11,,,
3318,249.69,,,
3319,39.24,,,
3320,547.51,,,
3321,455.20,,,
3322,0.00,,,
3323,2.11,,,
3324,0.25,,,
3325,0.00,,,
3326,47.73,,,
3327,1.04,,,
3328,0.00,,,
3329,421.38,,,
3330,0.00,,,
3331,0.00,,,
3332,0.00,,,
3333,46.19,,,
3334,0.00,,,
3335,0.00,,,
3336,0.00,,,
3337,0.00,,,
3338,4.08,,,
3339,6.38,,,
3340,1.40,,,
3341,65.85,,,
3342,0.00,,,
3343,3.89,,,
3344,37.91,,,
3345,0.00,,,
3346,0.00,,,
3347,0.00,,,
3348,1.30,,,
3349,0.00,,,
3350,0.00,,,
3351,0.00,,,
3352,25.13,,,
3353,0.00,,,
3354,9.05,,,
3355,0.00,,,
3356,395.94,,,
3357,245.43,,,
3358,0.00,,,
3359,0.00,,,
3360,"1,934.49",,,
3361,"1,897.46",,,
3362,425.81,,,
3363,2.84,,,
3364,0.24,,,
3365,0.20,,,
3366,466.98,,,
3367,4.80,,,
3368,0.00,,,
3369,3.14,,,
3370,0.00,,,
3371,1.83,,,
3372,0.00,,,
3373,10.94,,,
3374,0.75,,,
3375,109.48,,,
3376,59.30,,,
3377,6.00,,,
3378,24.53,,,
3379,124.25,,,
3380,0.00,,,
3381,143.51,,,
3382,0.60,,,
3383,78.66,,,
3384,6.73,,,
3385,14.04,,,
3386,58.80,,,
3387,0.00,,,
3388,100.08,,,
3389,0.00,,,
3390,179.84,,,
3391,0.00,,,
3392,44.78,,,
3393,44.43,,,
3394,0.00,,,
3395,78.06,,,
3396,50.59,,,
3397,14.05,,,
3398,0.00,,,
3399,65.46,,,
3400,24.69,,,
3401,6.10,,,
3402,91.91,,,
3403,0.00,,,
3404,13.00,,,
3405,26.68,,,
3406,43.63,,,
3407,0.15,,,
3408,0.28,,,
3409,193.75,,,
3410,29.86,,,
3411,186.79,,,
3412,0.00,,,
3413,9.34,,,
3414,11.10,,,
3415,0.00,,,
3416,189.58,,,
3417,353.68,,,
3418,259.61,,,
3419,0.00,,,
3420,3.58,,,
3421,530.45,,,
3422,38.13,,,
3423,102.06,,,
3424,0.00,,,
3425,0.00,,,
3426,0.00,,,
3427,1.58,,,
3428,4.58,,,
3429,14.41,,,
3430,16.59,,,
3431,0.00,,,
3432,2.53,,,
3433,76.44,,,
3434,"1,151.04",,,
3435,34.79,,,
3436,0.00,,,
3437,6.41,,,
3438,31.70,,,
3439,32.21,,,
3440,"1,503.04",,,
3441,49.28,,,
3442,0.00,,,
3443,0.94,,,
3444,0.00,,,
3445,12.69,,,
3446,7.64,,,
3447,2.95,,,
3448,4.96,,,
3449,104.66,,,
3450,15.29,,,
3451,45.61,,,
3452,2.60,,,
3453,224.46,,,
3454,45.73,,,
3455,24.46,,,
3456,65.39,,,
3457,33.23,,,
3458,2.45,,,
3459,0.00,,,
3460,8.45,,,
3461,6.45,,,
3462,8.93,,,
3463,0.00,,,
3464,0.00,,,
3465,0.00,,,
3466,76.73,,,
3467,1.76,,,
3468,13.63,,,
3469,5.16,,,
3470,2.04,,,
3471,0.38,,,
3472,3.80,,,
3473,444.00,,,
3474,0.00,,,
3475,0.00,,,
3476,1.23,,,
3477,11.58,,,
3478,33.59,,,
3479,271.50,,,
3480,9.15,,,
3481,39.03,,,
3482,2.40,,,
3483,0.00,,,
3484,6.98,,,
3485,0.00,,,
3486,5.74,,,
3487,0.00,,,
3488,0.00,,,
3489,12.09,,,
3490,28.15,,,
3491,94.70,,,
3492,275.33,,,
3493,0.00,,,
3494,0.00,,,
3495,2.65,,,
3496,178.98,,,
3497,0.00,,,
3498,7.58,,,
3499,24.31,,,
3500,0.00,,,
3501,1.90,,,
3502,10.24,,,
3503,21.33,,,
3504,25.13,,,
3505,0.00,,,
3506,26.20,,,
3507,43.86,,,
3508,0.00,,,
3509,39.71,,,
3510,13.63,,,
3511,15.01,,,
3512,18.54,,,
3513,11.83,,,
3514,0.00,,,
3515,3.36,,,
3516,0.00,,,
3517,7.90,,,
3518,0.00,,,
3519,6.54,,,
3520,58.11,,,
3521,0.00,,,
3522,39.60,,,
3523,18.11,,,
3524,12.60,,,
3525,61.43,,,
3526,8.35,,,
3527,31.25,,,
3528,28.93,,,
3529,0.00,,,
3530,0.00,,,
3531,0.30,,,
3532,7.49,,,
3533,23.99,,,
3534,0.00,,,
3535,0.00,,,
3536,69.76,,,
3537,13.30,,,
3538,16.76,,,
3539,74.91,,,
3540,57.01,,,
3541,0.00,,,
3542,0.00,,,
3543,2.53,,,
3544,34.29,,,
3545,17.94,,,
3546,13.19,,,
3547,0.00,,,
3548,2.44,,,
3549,6.71,,,
3550,7.41,,,
3551,528.31,,,
3552,0.00,,,
3553,0.00,,,
3554,0.00,,,
3555,91.15,,,
3556,1.69,,,
3557,0.00,,,
3558,210.46,,,
3559,84.25,,,
3560,23.24,,,
3561,0.00,,,
3562,200.13,,,
3563,7.58,,,
3564,75.99,,,
3565,0.50,,,
3566,0.00,,,
3567,0.00,,,
3568,12.75,,,
3569,110.65,,,
3570,7.95,,,
3571,14.18,,,
3572,0.00,,,
3573,647.71,,,
3574,1.78,,,
3575,0.00,,,
3576,9.20,,,
3577,6.14,,,
3578,29.08,,,
3579,14.96,,,
3580,88.66,,,
3581,33.33,,,
3582,2.08,,,
3583,0.00,,,
3584,68.60,,,
3585,0.00,,,
3586,49.88,,,
3587,30.09,,,
3588,0.00,,,
3589,0.84,,,
3590,499.00,,,
3591,0.00,,,
3592,7.99,,,
3593,2.93,,,
3594,12.39,,,
3595,151.60,,,
3596,67.13,,,
3597,0.00,,,
3598,2.11,,,
3599,52.71,,,
3600,56.38,,,
3601,9.15,,,
3602,19.01,,,
3603,12.15,,,
3604,0.00,,,
3605,29.40,,,
3606,84.58,,,
3607,0.00,,,
3608,0.00,,,
3609,0.00,,,
3610,18.43,,,
3611,0.00,,,
3612,84.83,,,
3613,0.00,,,
3614,15.96,,,
3615,5.00,,,
3616,0.00,,,
3617,2.53,,,
3618,484.75,,,
3619,107.16,,,
3620,0.00,,,
3621,23.85,,,
3622,0.78,,,
3623,270.89,,,
3624,0.00,,,
3625,0.00,,,
3626,11.41,,,
3627,30.41,,,
3628,33.15,,,
3629,0.89,,,
3630,0.00,,,
3631,6.30,,,
3632,143.28,,,
3633,159.21,,,
3634,22.73,,,
3635,0.00,,,
3636,152.01,,,
3637,8.00,,,
3638,20.00,,,
3639,17.74,,,
3640,10.88,,,
3641,27.48,,,
3642,62.00,,,
3643,48.64,,,
3644,0.00,,,
3645,168.68,,,
3646,77.94,,,
3647,76.71,,,
3648,20.26,,,
3649,104.48,,,
3650,450.76,,,
3651,28.73,,,
3652,477.60,,,
3653,34.28,,,
3654,0.00,,,
3655,0.13,,,
3656,0.00,,,
3657,0.00,,,
3658,3.43,,,
3659,0.00,,,
3660,0.00,,,
3661,13.11,,,
3662,33.18,,,
3663,3.96,,,
3664,15.68,,,
3665,0.00,,,
3666,28.58,,,
3667,3.11,,,
3668,0.00,,,
3669,0.15,,,
3670,44.21,,,
3671,0.21,,,
3672,146.29,,,
3673,1.06,,,
3674,581.88,,,
3675,0.00,,,
3676,49.06,,,
3677,0.49,,,
3678,67.15,,,
3679,4.58,,,
3680,2.23,,,
3681,2.10,,,
3682,0.00,,,
3683,3.16,,,
3684,0.00,,,
3685,13.73,,,
3686,0.00,,,
3687,21.70,,,
3688,2.48,,,
3689,49.96,,,
3690,0.00,,,
3691,0.83,,,
3692,17.68,,,
3693,0.00,,,
3694,286.88,,,
3695,0.00,,,
3696,0.00,,,
3697,2.59,,,
3698,6.06,,,
3699,0.25,,,
3700,305.75,,,
3701,1.30,,,
3702,25.75,,,
3703,1.05,,,
3704,3.73,,,
3705,0.00,,,
3706,88.15,,,
3707,0.00,,,
3708,323.48,,,
3709,199.39,,,
3710,17.09,,,
3711,32.15,,,
3712,40.78,,,
3713,0.00,,,
3714,246.89,,,
3715,0.00,,,
3716,0.00,,,
3717,0.00,,,
3718,21.19,,,
3719,64.86,,,
3720,18.03,,,
3721,0.00,,,
3722,200.66,,,
3723,0.00,,,
3724,13.84,,,
3725,376.26,,,
3726,0.00,,,
3727,568.40,,,
3728,25.41,,,
3729,138.79,,,
3730,0.00,,,
3731,228.44,,,
3732,109.31,,,
3733,38.05,,,
3734,111.61,,,
3735,14.98,,,
3736,0.00,,,
3737,0.78,,,
3738,0.00,,,
3739,1.90,,,
3740,186.78,,,
3741,0.00,,,
3742,0.00,,,
3743,0.00,,,
3744,226.19,,,
3745,0.00,,,
3746,1.00,,,
3747,0.19,,,
3748,0.00,,,
3749,70.95,,,
3750,1.46,,,
3751,19.30,,,
3752,111.43,,,
3753,0.00,,,
3754,0.00,,,
3755,0.00,,,
3756,0.00,,,
3757,0.00,,,
3758,117.40,,,
3759,17.39,,,
3760,6.94,,,
3761,5.41,,,
3762,99.88,,,
3763,7.80,,,
3764,0.00,,,
3765,63.64,,,
3766,0.00,,,
3767,2.84,,,
3768,58.86,,,
3769,0.00,,,
3770,10.93,,,
3771,4.33,,,
3772,1.95,,,
3773,0.00,,,
3774,0.00,,,
3775,6.04,,,
3776,17.24,,,
3777,4.94,,,
3778,3.16,,,
3779,0.00,,,
3780,0.00,,,
3781,50.90,,,
3782,21.41,,,
3783,17.11,,,
3784,3.01,,,
3785,0.09,,,
3786,5.45,,,
3787,19.54,,,
3788,309.75,,,
3789,2.91,,,
3790,0.35,,,
3791,0.00,,,
3792,2.26,,,
3793,18.30,,,
3794,0.00,,,
3795,0.00,,,
3796,4.99,,,
3797,11.81,,,
3798,6.13,,,
3799,0.00,,,
3800,41.95,,,
3801,35.31,,,
3802,50.28,,,
3803,0.00,,,
3804,3.48,,,
3805,0.00,,,
3806,0.00,,,
3807,0.00,,,
3808,55.54,,,
3809,27.01,,,
3810,0.00,,,
3811,0.00,,,
3812,103.98,,,
3813,75.29,,,
3814,3.85,,,
3815,83.88,,,
3816,227.18,,,
3817,13.18,,,
3818,0.00,,,
3819,202.33,,,
3820,15.78,,,
3821,440.76,,,
3822,14.99,,,
3823,0.69,,,
3824,10.65,,,
3825,2.79,,,
3826,20.45,,,
3827,0.00,,,
3828,85.55,,,
3829,28.76,,,
3830,13.08,,,
3831,62.20,,,
3832,0.00,,,
3833,47.80,,,
3834,427.51,,,
3835,0.00,,,
3836,26.04,,,
3837,23.59,,,
3838,4.11,,,
3839,14.06,,,
3840,3.84,,,
3841,36.94,,,
3842,0.98,,,
3843,4.61,,,
3844,10.09,,,
3845,4.03,,,
3846,243.28,,,
3847,379.16,,,
3848,87.09,,,
3849,152.79,,,
3850,32.94,,,
Total,"200,509.56",,,
,Volume (fanega),,,
